id,Bus_name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
400,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2:00,6:45,04h 45m,854,4.7,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
401,Zingbus Plus,Scania A/C Semi Sleeper (2+2),0:10,2:15,02h 05m,380,4.3,16 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
402,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),1:30,3:30,02h 00m,280,3.7,28 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
403,Sagar Bus Service,Volvo AC Seater (2+2),3:00,4:30,01h 30m,297,4.4,30 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
404,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),7:05,9:05,02h 00m,280,3.6,42 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
405,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),7:25,9:15,01h 50m,280,4.1,36 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
406,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,1:15,04h 55m,759,4,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
407,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40,2:05,04h 25m,786,4.7,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
408,HRTC - 587,Ordinary 3+2 Non AC Seater,14:00,23:05,09h 05m,455,3.9,36 Seats available,https://www.redbus.in/bus-tickets/vrindavan-to-chandigarh,Vrindavan to Chandigarh
409,Chandigarh Transport Undertaking (CTU) - 165939,HVAC Seater (2+3),16:00,1:45,09h 45m,624.77,3.6,,https://www.redbus.in/bus-tickets/vrindavan-to-chandigarh,Vrindavan to Chandigarh
410,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),3:20,10:30,07h 10m,2200,2,13 Seats available,https://www.redbus.in/bus-tickets/vrindavan-to-chandigarh,Vrindavan to Chandigarh
411,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2:00,6:10,04h 10m,854,4.7,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
412,Northern Travels,Volvo A/C Semi Sleeper (2+2),1:00,3:55,02h 55m,999,2.6,6 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
413,Chandigarh Transport Undertaking (CTU) - 165837,HVAC Seater (2+3),13:20,19:50,06h 30m,452.39,4.1,39 Seats available,https://www.redbus.in/bus-tickets/sujanpur-to-chandigarh,Sujanpur (himachal pradesh) to Chandigarh
414,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,1:15,05h 45m,759,4.8,,https://www.redbus.in/bus-tickets/sujanpur-to-chandigarh,Sujanpur (himachal pradesh) to Chandigarh
415,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,04h 45m,432,2.9,37 Seats available,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
416,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),9:30,12:40,03h 10m,399,3.8,30 Seats available,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
417,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),9:30,12:15,02h 45m,399,4.1,30 Seats available,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
418,City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,13:19,03h 19m,250,3.7,39 Seats available,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
419,City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,13:15,03h 15m,250,4.6,39 Seats available,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
420,Zingbus Plus,Scania A/C Semi Sleeper (2+2),3:35,5:25,01h 50m,294,4.3,4 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
421,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),4:25,6:00,01h 35m,380,4.3,9 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
422,Jujhar Travels,Mercedes A/C Seater (2+2),6:50,8:30,01h 40m,280,4,39 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
423,Jujhar Travels,Mercedes A/C Seater (2+2),8:00,10:05,02h 05m,280,4.7,53 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
424,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),8:40,10:30,01h 50m,280,4.2,41 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
425,Chandigarh Transport Undertaking (CTU) - 165943,HVAC Seater (2+3),10:45,17:45,07h 00m,512.39,4.3,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
426,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),1:00,6:55,05h 55m,759,4.4,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
427,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),1:00,6:53,05h 53m,712,4.3,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
428,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),1:05,6:40,05h 35m,720,4.6,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
429,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),1:05,5:50,04h 45m,738,4.7,4 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
430,NueGo,Electric A/C Seater (2+2),0:00,3:55,03h 55m,382,3.8,12 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
431,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),3:55,10:20,06h 25m,750,3.5,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
432,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),4:20,11:00,06h 40m,703,4.2,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
433,NueGo,Electric A/C Seater (2+2),6:30,10:55,04h 25m,382,4.5,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
434,NueGo,Electric A/C Seater (2+2),7:05,10:55,03h 50m,382,4.7,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
435,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),1:00,7:45,06h 45m,790,3.1,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Chandigarh to Baijnath
436,Maa Chamunda Holidays,Volvo A/C Semi Sleeper (2+2 ),1:00,6:15,05h 15m,409,3.6,10 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Chandigarh to Baijnath
437,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),1:05,7:30,06h 25m,879,4.6,1 Seat available,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Chandigarh to Baijnath
438,Northern Travels,Volvo A/C Semi Sleeper (2+2),1:20,7:40,06h 20m,829,3.5,4 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Chandigarh to Baijnath
439,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),1:30,7:30,06h 00m,760,3.8,6 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Chandigarh to Baijnath
440,Chandigarh Transport Undertaking (CTU) - 165786,HVAC Seater (2+3),13:44,20:00,06h 16m,401.9,4.1,26 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
441,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0:00,4:30,04h 30m,708,4.4,4 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
442,New Pal Travels,A/C Sleeper (2+1),0:25,5:30,05h 05m,719,3.6,2 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
443,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0:30,4:50,04h 20m,725,3.5,2 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
444,Laxmi holidays,VE A/C Seater / Sleeper (2+1),1:00,5:10,04h 10m,433,4.2,2 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
445,Chandigarh Transport Undertaking (CTU) - 165962,HVAC Seater (2+3),13:40,19:30,05h 50m,438.9,3.6,44 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-haridwar,Chandigarh to Haridwar
446,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Seater/Sleeper (2+1),0:45,5:10,04h 25m,599,3.8,18 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-haridwar,Chandigarh to Haridwar
447,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),3:55,8:55,05h 00m,680,3.2,6 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-haridwar,Chandigarh to Haridwar
448,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),4:20,9:30,05h 10m,703,4.3,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-haridwar,Chandigarh to Haridwar
449,Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),22:00,3:15,05h 15m,899,3.7,,https://www.redbus.in/bus-tickets/chandigarh-to-haridwar,Chandigarh to Haridwar
450,Chandigarh Transport Undertaking (CTU) - 165785,HVAC Seater (2+3),7:50,13:50,06h 00m,401.9,4.5,40 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
451,HRTC - 1517,Ordinary 3+2 Non AC Seater,15:35,23:05,07h 30m,426,2.4,37 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
452,Yolo Bus,A/C Seater/Sleeper (2+1),0:04,5:01,04h 57m,860,3.9,7 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
453,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),0:05,4:00,03h 55m,601,4.5,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
454,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),0:15,4:40,04h 25m,599,3.6,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
455,City Land Travels,A/C Seater/Sleeper (2+1),0:20,4:00,03h 40m,567,3.6,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
456,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0:50,5:20,04h 30m,642,4.1,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
457,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),1:00,5:25,04h 25m,664,3.7,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
458,IntrCity SmartBus,AC Sleeper (2+1),1:45,6:25,04h 40m,1078,4.3,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
459,Shree Mahaveer Travels Jaipur,VE A/C Seater / Sleeper (2+1),2:00,7:00,05h 00m,599,3.5,22 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
460,Chandigarh Transport Undertaking (CTU) - 165840,HVAC Seater (2+3),11:37,16:37,05h 00m,323.81,4.2,42 Seats available,https://www.redbus.in/bus-tickets/talwara-to-chandigarh,Talwara to Chandigarh
461,RAJDHANI TRANSPORT,NON A/C Seater (2+3),5:40,10:30,04h 50m,280,3.8,51 Seats available,https://www.redbus.in/bus-tickets/talwara-to-chandigarh,Talwara to Chandigarh
462,RAJDHANI TRANSPORT,NON A/C Seater (2+3),6:40,12:00,05h 20m,280,3.8,51 Seats available,https://www.redbus.in/bus-tickets/talwara-to-chandigarh,Talwara to Chandigarh
463,NueGo,Electric A/C Seater (2+2),6:30,11:00,04h 30m,382,3.6,17 Seats available,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
464,NueGo,Electric A/C Seater (2+2),6:30,10:20,03h 50m,382,4.3,17 Seats available,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
465,NueGo,Electric A/C Seater (2+2),15:00,19:55,04h 55m,382,4.7,31 Seats available,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
466,NueGo,Electric A/C Seater (2+2),15:00,19:05,04h 05m,382,3.1,31 Seats available,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
467,Zimindara Travels,AC Sleeper (2+1),16:00,22:30,06h 30m,749,4.1,34 Seats available,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
468,NueGo,Electric A/C Seater (2+2),5:00,8:45,03h 45m,424,4.3,28 Seats available,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Amritsar to Chandigarh
469,MAHARAJA TOUR & TRAVELS,Volvo AC Seater Pushback 2+2,5:45,8:55,03h 10m,477,4.7,14 Seats available,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Amritsar to Chandigarh
470,Orbit Aviation Pvt. Ltd.,AC Seater (2+2),5:45,9:40,03h 55m,399,3.6,37 Seats available,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Amritsar to Chandigarh
471,Guardian Tour and Travels,Volvo A/C Semi Sleeper (2+2 ),5:50,9:10,03h 20m,495,4.2,21 Seats available,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Amritsar to Chandigarh
472,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),6:50,10:35,03h 45m,550,3.4,46 Seats available,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Amritsar to Chandigarh
473,Chandigarh Transport Undertaking (CTU) - 165956,HVAC Seater (2+3),5:30,12:00,06h 30m,506.67,4.4,45 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh to Rishikesh
474,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),3:55,9:20,05h 25m,750,3.4,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh to Rishikesh
475,City Land Travels,A/C Seater/Sleeper (2+1),4:15,9:20,05h 05m,810,3.2,3 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh to Rishikesh
476,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),4:20,9:55,05h 35m,703,4.8,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh to Rishikesh
477,Zimindara Travels,AC Sleeper (2+1),23:00,5:00,06h 00m,749,3.8,,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh to Rishikesh
478,Chandigarh Transport Undertaking (CTU) - 165839,HVAC Seater (2+3),6:08,11:08,05h 00m,323.81,4.7,43 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-talwara,Chandigarh to Talwara
479,RAJDHANI TRANSPORT,NON A/C Seater (2+3),10:50,17:40,06h 50m,280,3.8,51 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-talwara,Chandigarh to Talwara
480,RAJDHANI TRANSPORT,NON A/C Seater (2+3),12:32,18:40,06h 08m,280,3.8,51 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-talwara,Chandigarh to Talwara
481,Chandigarh Transport Undertaking (CTU) - 165845,HVAC Seater (2+3),6:15,12:00,05h 45m,371.43,4.2,28 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dinanagar-punjab,Chandigarh to Dinanagar (punjab)
482,Chandigarh Transport Undertaking (CTU) - 165846,HVAC Seater (2+3),12:00,18:15,06h 15m,371.43,4.6,46 Seats available,https://www.redbus.in/bus-tickets/dinanagar-punjab-to-chandigarh,Dinanagar (punjab) to Chandigarh
483,Chandigarh Transport Undertaking (CTU) - 165957,HVAC Seater (2+3),13:45,20:15,06h 30m,506.67,4,44 Seats available,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Rishikesh to Chandigarh
484,Zimindara Travels,AC Sleeper (2+1),16:40,22:30,05h 50m,749,4.3,34 Seats available,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Rishikesh to Chandigarh
485,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:10,22:50,05h 40m,618,4.4,37 Seats available,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Rishikesh to Chandigarh
486,City Land Travels,A/C Seater/Sleeper (2+1),17:15,23:15,06h 00m,584,3.6,19 Seats available,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Rishikesh to Chandigarh
487,Laxmi holidays,VE A/C Semi Sleeper (2+2),17:30,23:50,06h 20m,759,4.2,33 Seats available,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Rishikesh to Chandigarh
488,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),3:10,7:45,04h 35m,470,4.3,3 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh to Amritsar
489,Zingbus Plus,Scania A/C Semi Sleeper (2+2),3:35,7:50,04h 15m,475,4.1,4 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh to Amritsar
490,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),3:50,8:10,04h 20m,739,3.5,24 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh to Amritsar
491,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),4:25,8:25,04h 00m,585,4.4,8 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh to Amritsar
492,Laxmi holidays,VE A/C Sleeper (2+1),4:30,8:45,04h 15m,760,4.5,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh to Amritsar
493,Chandigarh Transport Undertaking (CTU) - 165906,HVAC Seater (2+3),20:30,7:30,11h 00m,731.43,4,,https://www.redbus.in/bus-tickets/chandigarh-to-agra,Chandigarh to Agra
494,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),16:30,0:30,08h 00m,1699,2,,https://www.redbus.in/bus-tickets/chandigarh-to-agra,Chandigarh to Agra
495,GK Travels,A/C Seater/Sleeper (2+1),16:00,3:00,11h 00m,1299,3.6,,https://www.redbus.in/bus-tickets/chandigarh-to-agra,Chandigarh to Agra
496,Chandigarh Transport Undertaking (CTU) - 165944,HVAC Seater (2+3),6:20,13:20,07h 00m,512.39,4.6,47 Seats available,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
497,FlixBus,A/C Seater (2+2),18:00,0:55,06h 55m,464,5,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
498,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,1:00,06h 35m,569,4.8,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
499,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,1:00,06h 30m,569,4.7,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
500,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,1:00,06h 15m,792,4.7,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
501,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:05,7:30,08h 25m,487,4.2,,https://www.redbus.in/bus-tickets/chandigarh-to-katra,Chandigarh to Katra (jammu and kashmir)
502,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:50,7:30,08h 40m,551,4.1,,https://www.redbus.in/bus-tickets/chandigarh-to-katra,Chandigarh to Katra (jammu and kashmir)
503,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,8:00,08h 10m,1000,4.8,,https://www.redbus.in/bus-tickets/chandigarh-to-katra,Chandigarh to Katra (jammu and kashmir)
504,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,8:15,08h 45m,656,4.2,,https://www.redbus.in/bus-tickets/chandigarh-to-katra,Chandigarh to Katra (jammu and kashmir)
505,Moon Light Travels Katra,A/C Sleeper (2+2),22:00,7:00,09h 00m,674,3.5,,https://www.redbus.in/bus-tickets/chandigarh-to-katra,Chandigarh to Katra (jammu and kashmir)
506,Chandigarh Transport Undertaking (CTU) - 165850,HVAC Seater (2+3),12:30,18:20,05h 50m,414.29,4.3,46 Seats available,https://www.redbus.in/bus-tickets/hisar-haryana-to-chandigarh,Hisar (Haryana) to Chandigarh
507,Rathore Sonal Travels,A/C Seater/Sleeper (2+1),2:00,5:40,03h 40m,1110,2.2,20 Seats available,https://www.redbus.in/bus-tickets/hisar-haryana-to-chandigarh,Hisar (Haryana) to Chandigarh
508,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),2:40,6:00,03h 20m,785,3.5,19 Seats available,https://www.redbus.in/bus-tickets/hisar-haryana-to-chandigarh,Hisar (Haryana) to Chandigarh
509,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),2:00,6:10,04h 10m,694,3.7,19 Seats available,https://www.redbus.in/bus-tickets/rohtak-to-chandigarh,Rohtak to Chandigarh
510,Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),2:30,6:00,03h 30m,647,3.6,30 Seats available,https://www.redbus.in/bus-tickets/rohtak-to-chandigarh,Rohtak to Chandigarh
511,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),2:40,6:50,04h 10m,648,3.5,28 Seats available,https://www.redbus.in/bus-tickets/rohtak-to-chandigarh,Rohtak to Chandigarh
512,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),3:20,7:30,04h 10m,600,3.5,31 Seats available,https://www.redbus.in/bus-tickets/rohtak-to-chandigarh,Rohtak to Chandigarh
513,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),5:00,9:40,04h 40m,785,3.2,38 Seats available,https://www.redbus.in/bus-tickets/rohtak-to-chandigarh,Rohtak to Chandigarh
514,Chandigarh Transport Undertaking (CTU) - 165967,HVAC Seater (2+3),16:30,19:30,03h 00m,206.67,4.4,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-una,Chandigarh to Una (Himachal Pradesh)
515,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),1:00,4:25,03h 25m,712,4.4,10 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-una,Chandigarh to Una (Himachal Pradesh)
516,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),1:00,3:15,02h 15m,790,4.4,2 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-una,Chandigarh to Una (Himachal Pradesh)
517,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),1:05,2:20,01h 15m,720,4.5,5 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-una,Chandigarh to Una (Himachal Pradesh)
518,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),1:05,3:20,02h 15m,879,4.5,1 Seat available,https://www.redbus.in/bus-tickets/chandigarh-to-una,Chandigarh to Una (Himachal Pradesh)
519,Chandigarh Transport Undertaking (CTU) - 165940,HVAC Seater (2+3),15:40,1:05,09h 25m,554.29,4.2,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
520,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:05,6:00,06h 55m,487,4.4,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
521,Moon Light Travels Katra,A/C Sleeper (2+1),21:00,4:30,07h 30m,584,4.4,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
522,AdNew Pal Travels,A/C Sleeper (2+1),19:30,5:45,10h 15m,584,3.8,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
523,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:50,6:00,07h 10m,551,4.3,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
524,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),15:00,20:15,05h 15m,899,4.4,33 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rohtak,Chandigarh to Rohtak
525,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),15:30,20:25,04h 55m,749,3,28 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rohtak,Chandigarh to Rohtak
526,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:25,22:50,05h 25m,850,3.5,41 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rohtak,Chandigarh to Rohtak
527,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,23:40,04h 55m,699,3.5,37 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rohtak,Chandigarh to Rohtak
528,Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),19:05,23:40,04h 35m,699,4.8,38 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-rohtak,Chandigarh to Rohtak
529,Chandigarh Transport Undertaking (CTU) - 165851,HVAC Seater (2+3),8:20,18:20,10h 00m,695,3.6,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
530,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,5:30,06h 40m,474,4.7,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
531,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:20,5:30,06h 10m,490,4.7,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
