id,Bus_name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
810,Manpreet Travels,NON A/C Seater (2+2),7:00,14:30,07h 30m,400,1.4,27 Seats available,https://www.redbus.in/bus-tickets/jammu-to-kishtwar,Jammu (j and k) to Kishtwar
811,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),0:20,6:10,05h 50m,399,4.5,6 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
812,Bhawani Travels,A/C Seater / Sleeper (2+2),0:20,6:20,06h 00m,324,3.8,6 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
813,Perfect Holiday,A/C Seater / Sleeper (2+2),0:40,5:40,05h 00m,316,3.4,26 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
814,AdAwadh Travels,A/C Sleeper (2+2),23:35,4:20,04h 45m,430,3.6,,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
815,Bhawani Travels,A/C Seater / Sleeper (2+2),1:00,5:30,04h 30m,299,3.1,12 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
816,Bhawani Travels,Bharat Benz A/C Seater (2+2),5:30,9:30,04h 00m,380,4.2,12 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
817,Bhawani Travels,Bharat Benz A/C Seater (2+2),12:30,17:05,04h 35m,332,4,22 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
818,AdBhawani Travels,A/C Seater / Sleeper (2+2),23:00,4:30,05h 30m,285,4,,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
819,Jaspal Travels,AC Seater (2+2),12:30,17:30,05h 00m,360,4.2,36 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
820,Bhawani Travels,A/C Seater / Sleeper (2+2),13:20,18:20,05h 00m,322,3.8,3 Seats available,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jammu (j and k) to Amritsar
821,Vijay Tour and Travels,AC Sleeper (2+1),15:00,8:50,17h 50m,1520,3.2,,https://www.redbus.in/bus-tickets/ajmer-to-jammu,Ajmer to Jammu (j and k)
822,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),8:30,12:55,04h 25m,699,4.6,7 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
823,Greenline,Volvo A/C Seater (2+2),6:30,11:40,05h 10m,800,4.6,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
824,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,4:30,05h 00m,550,4.4,,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
825,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),8:15,12:45,04h 30m,650,4.4,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
826,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),23:45,4:45,05h 00m,550,4.5,,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
827,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,18:15,04h 30m,299,4.6,18 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
828,Express Line,Volvo A/C Seater (2+2),10:25,15:20,04h 55m,399,4.5,5 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
829,Mayuri Express,AC Seater (2+2),10:30,15:30,05h 00m,305,4.3,34 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
830,AdRoyal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),13:00,17:30,04h 30m,369,4.1,46 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
831,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:30,18:00,04h 30m,400,4.2,26 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
832,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),14:30,18:15,03h 45m,299,4.7,18 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
833,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),10:35,14:40,04h 05m,400,4.3,2 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
834,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:15,18:00,03h 45m,400,4.2,26 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
835,Greenline,Volvo A/C Seater (2+2),14:10,18:25,04h 15m,250,4.1,23 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
836,Express Line,Volvo A/C Seater (2+2),11:10,15:20,04h 10m,399,4.2,15 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
837,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),8:30,12:10,03h 40m,699,4.7,7 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
838,Greenline,Volvo A/C Seater (2+2),6:30,10:50,04h 20m,750,4.7,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
839,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),7:15,11:00,03h 45m,650,4.4,2 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
840,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),8:15,12:00,03h 45m,650,4.3,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
841,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,3:45,04h 15m,550,4.7,,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
842,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),8:30,12:55,04h 25m,699,4.6,7 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
843,Greenline,Volvo A/C Seater (2+2),6:30,11:40,05h 10m,800,4.6,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
844,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,4:30,05h 00m,550,4.4,,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
845,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),8:15,12:45,04h 30m,650,4.4,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
846,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),23:45,4:45,05h 00m,550,4.5,,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
847,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,18:15,04h 30m,299,4.6,18 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
848,Express Line,Volvo A/C Seater (2+2),10:25,15:20,04h 55m,399,4.5,5 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
849,Mayuri Express,AC Seater (2+2),10:30,15:30,05h 00m,305,4.3,34 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
850,AdRoyal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),13:00,17:30,04h 30m,369,4.1,46 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
851,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:30,18:00,04h 30m,400,4.2,26 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Kolkata
852,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),14:30,18:15,03h 45m,299,4.7,18 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
853,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),10:35,14:40,04h 05m,400,4.3,2 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
854,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:15,18:00,03h 45m,400,4.2,26 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
855,Greenline,Volvo A/C Seater (2+2),14:10,18:25,04h 15m,250,4.1,23 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
856,Express Line,Volvo A/C Seater (2+2),11:10,15:20,04h 10m,399,4.2,15 Seats available,https://www.redbus.in/bus-tickets/mandarmani-to-kolkata,Mandarmani to Kolkata
857,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),8:30,12:10,03h 40m,699,4.7,7 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
858,Greenline,Volvo A/C Seater (2+2),6:30,10:50,04h 20m,750,4.7,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
859,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),7:15,11:00,03h 45m,650,4.4,2 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
860,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),8:15,12:00,03h 45m,650,4.3,5 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
861,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,3:45,04h 15m,550,4.7,,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Kolkata to Mandarmani
